GEN,Ambiente,local_estado,Year_Date,GY_media,GY_mediana,GY_sd,n_rep,CV
BRS A501 CL,GO-SAG-2016,GO-SAG,2016,4650.75,4643.5,1023.1657979037415,4,22
BRS A501 CL,GO-SAG-2017,GO-SAG,2017,4540.666666666667,4874,621.1548384528074,3,13.68
BRS A501 CL,MA-BRE-2017,MA-BRE,2017,2700,2640,308.9768060335058,4,11.44
BRS A501 CL,MA-ITAP-2018,MA-ITAP,2018,4838,4713,307.2051431861127,3,6.35
BRS A501 CL,MT-CAC-2016,MT-CAC,2016,4956.5,5200,849.2323985027106,4,17.13
BRS A501 CL,MT-CAC-2017,MT-CAC,2017,4928.5,4716.5,546.7336341095787,4,11.09
BRS A501 CL,MT-CAC-2019,MT-CAC,2019,4311.5,4117,759.0404029650421,4,17.61
BRS A501 CL,MT-LUC-2016,MT-LUC,2016,3256,3502.5,584.3954140819382,4,17.95
BRS A501 CL,MT-LUC-2017,MT-LUC,2017,3122.5,3028.5,473.53458163052886,4,15.17
BRS A501 CL,MT-SIN-2016,MT-SIN,2016,2873,2963,485.2662499425788,4,16.89
BRS A501 CL,MT-SIN-2017,MT-SIN,2017,3823,3874.5,614.1774987737665,4,16.07
BRS A501 CL,MT-SIN-2019,MT-SIN,2019,2526.75,2302,1045.4381457870506,4,41.37
BRS A501 CL,MT-TAN-2017,MT-TAN,2017,4455.25,4567,574.8903518643069,4,12.9
BRS A501 CL,MT-TAN-2019,MT-TAN,2019,3290,3360,358.32945734337835,4,10.89
BRS A501 CL,MT-UNS-2013,MT-UNS,2013,2825.25,2576.5,636.0075340224621,4,22.51
BRS A501 CL,MT-UNS-2016,MT-UNS,2016,5288.25,5348,607.5109738377845,4,11.49
BRS A501 CL,MT-UNS-2017,MT-UNS,2017,3953.5,3809.5,490.0493172460639,4,12.4
BRS A501 CL,PA-ALT-2013,PA-ALT,2013,4815,4733.5,880.9256495300838,4,18.3
BRS A501 CL,PA-ALT-2017,PA-ALT,2017,3908.75,3841,367.8155108203024,4,9.41
BRS A501 CL,PA-ALT-2018,PA-ALT,2018,4694,4874,1051.6238237443401,4,22.4
BRS A501 CL,PA-ALT-2020,PA-ALT,2020,4733.5,4685.5,962.3098946458638,4,20.33
BRS A501 CL,PA-BEL-2013,PA-BEL,2013,2169.75,2026.5,985.8408847273479,4,45.44
BRS A501 CL,PA-BEL-2020,PA-BEL,2020,3343.25,3301.5,1685.0585301407189,4,50.4
BRS A501 CL,PA-MOJ-2013,PA-MOJ,2013,4542.5,4743,753.5208468693263,4,16.59
BRS A501 CL,PA-PGM-2013,PA-PGM,2013,3654,3711,935.2015825478484,4,25.59
BRS A501 CL,PA-PGM-2017,PA-PGM,2017,4963.25,4902,1030.5352573622442,4,20.76
BRS A501 CL,PA-SANT-2017,PA-SANT,2017,3671.25,3819,492.6360218254447,4,13.42
BRS A501 CL,PA-URUA-2017,PA-URUA,2017,1665,1750,383.10137909783964,4,23.01
BRS A501 CL,PI-TER-2013,PI-TER,2013,4183,4499.5,807.8320782604926,4,19.31
BRS A501 CL,PI-TER-2017,PI-TER,2017,4299.75,4300,386.7146881099812,4,8.99
BRS A501 CL,RO-OPO-2016,RO-OPO,2016,2425,2268,882.9231752159037,4,36.41
BRS A501 CL,RO-PVEL-2016,RO-PVEL,2016,4260,4488,613.3150359589542,4,14.4
BRS A501 CL,RO-VIL-2016,RO-VIL,2016,4739,4528.5,877.852303446694,4,18.52
BRS A501 CL,RO-VIL-2019,RO-VIL,2019,4072.25,4034.5,644.6132561466604,4,15.83
BRS A501 CL,TO-FOR-2019,TO-FOR,2019,3879.5,3705,2782.743550287498,4,71.73
BRS A501 CL,TO-PNAC-2016,TO-PNAC,2016,6826.75,6652,1002.4906898985812,4,14.68
BRS A501 CL,TO-PNAC-2019,TO-PNAC,2019,3104.25,3187.5,536.4061738396878,4,17.28
BRS A502,GO-APS-2019,GO-APS,2019,6553.25,6570,1009.8786643288721,4,15.41
BRS A502,GO-APS-2022,GO-APS,2022,4236.25,4153,342.60120159353403,4,8.09
BRS A502,GO-ARC-2022,GO-ARC,2022,4050,4550,1946.7922333931785,4,48.07
BRS A502,GO-POR-2013,GO-POR,2013,2929,2982,392.3161990027942,4,13.39
BRS A502,GO-POR-2021,GO-POR,2021,3458.3325,3458.335,1268.1799642893748,4,36.67
BRS A502,GO-SAG-2018,GO-SAG,2018,6158.75,6552.5,865.6344012726543,4,14.06
BRS A502,GO-SAG-2020,GO-SAG,2020,5438.7125,5480.65,900.5261024812108,8,16.56
BRS A502,GO-SAG-2021,GO-SAG,2021,2685.483870875,2790.3225805,912.5082597930447,8,33.98
BRS A502,GO-SAG-2022,GO-SAG,2022,4196.5,4506,1163.2613635808593,4,27.72
BRS A502,GO-SAG-2023,GO-SAG,2023,4880,4828,200.34636674186697,4,4.11
BRS A502,MA-ITAP-2019,MA-ITAP,2019,4975,4975,2545.584412271571,2,51.17
BRS A502,MA-ITAP-2020,MA-ITAP,2020,5775,5750,783.4219807996199,6,13.57
BRS A502,MA-ITAP-2021,MA-ITAP,2021,4437.5,4550,836.7845202519783,4,18.86
BRS A502,MA-ITAP-2022,MA-ITAP,2022,3808.75,3842.5,220.20350436206354,4,5.78
BRS A502,MA-MRO-2014,MA-MRO,2014,2787.5,2625,648.5560885536423,4,23.27
BRS A502,MA-SMT-2020,MA-SMT,2020,3968.75,3987.5,816.6514818802099,8,20.58
BRS A502,MA-SMT-2021,MA-SMT,2021,3256.25,3412.5,572.4126570927656,4,17.58
BRS A502,MA-SMT-2022,MA-SMT,2022,4337.5,4882.5,1412.2942327999501,4,32.56
BRS A502,MA-SRM-2013,MA-SRM,2013,4813.75,4452.5,1471.788792592198,4,30.57
BRS A502,MA-URBS-2019,MA-URBS,2019,4625,4775,533.8539126015655,4,11.54
BRS A502,MT-CAC-2013,MT-CAC,2013,5231.75,5048.5,1115.2830358254357,4,21.32
BRS A502,MT-CAC-2018,MT-CAC,2018,4179,4261.5,1241.3801459128733,4,29.71
BRS A502,MT-CAC-2019,MT-CAC,2019,4432.5,4715,1231.474319667284,4,27.78
BRS A502,MT-CAC-2021,MT-CAC,2021,3814.35,3815.35,112.91603074851683,4,2.96
BRS A502,MT-CAC-2022,MT-CAC,2022,1862.5,1850.5,446.56205242571457,4,23.98
BRS A502,MT-CAC-2023,MT-CAC,2023,6237.5,6331.25,439.57839649676447,4,7.05
BRS A502,MT-SCAR-2013,MT-SCAR,2013,2994.25,2866,1087.020200670929,4,36.3
BRS A502,MT-SIN-2013,MT-SIN,2013,1505.25,1500,175.02452209142962,4,11.63
BRS A502,MT-SIN-2018,MT-SIN,2018,2696.5,2736,273.24531103021695,4,10.13
BRS A502,MT-SIN-2019,MT-SIN,2019,3895.5,4069.5,1971.1652222310877,4,50.6
BRS A502,MT-SIN-2020,MT-SIN,2020,5901.825,5769.1,567.7985521585391,4,9.62
BRS A502,MT-SIN-2021,MT-SIN,2021,6608.25,6411,787.0075709080991,4,11.91
BRS A502,MT-SIN-2022,MT-SIN,2022,5767.5,5744.5,460.34805672809495,4,7.98
BRS A502,MT-SJQM-2013,MT-SJQM,2013,5496.25,5673.5,859.8249337316677,4,15.64
BRS A502,MT-TAN-2013,MT-TAN,2013,6116.5,6245.5,821.5207443110206,4,13.43
BRS A502,MT-TAN-2019,MT-TAN,2019,3486.75,3450,295.86300320700235,4,8.49
BRS A502,MT-TAN-2020,MT-TAN,2020,3656.675,3656.65,187.81413462960305,4,5.14
BRS A502,MT-TAN-2022,MT-TAN,2022,5222.25,5163,205.12333688133424,4,3.93
BRS A502,MT-TAN-2023,MT-TAN,2023,5836.75,6305.5,1418.2381969659868,4,24.3
BRS A502,MT-UNS-2013,MT-UNS,2013,6994,6819,2169.471671475185,4,31.02
BRS A502,MT-UNS-2018,MT-UNS,2018,6211.75,6260,1013.774588686591,4,16.32
BRS A502,PA-ALT-2013,PA-ALT,2013,5391.25,5437,1023.8900901301207,4,18.99
BRS A502,PA-ALT-2019,PA-ALT,2019,3105.75,3253,1257.0620178283436,4,40.48
BRS A502,PA-ALT-2020,PA-ALT,2020,4928,4764,510.50954937199754,4,10.36
BRS A502,PA-ALT-2021,PA-ALT,2021,5019.325,4918.65,661.5307620713238,4,13.18
BRS A502,PA-ALT-2022,PA-ALT,2022,1564.75,1356.5,677.0068315755758,4,43.27
BRS A502,PA-ALT-2023,PA-ALT,2023,5901.66666675,6028.333333500001,601.9382272001127,4,10.2
BRS A502,PA-BEL-2013,PA-BEL,2013,2680.25,2673.5,538.9702372735128,4,20.11
BRS A502,PA-BEL-2020,PA-BEL,2020,4321.75,4288.5,955.1744605044672,4,22.1
BRS A502,PA-BEL-2021,PA-BEL,2021,4329.975,4117.299999999999,954.3301119109676,4,22.04
BRS A502,PA-BEL-2022,PA-BEL,2022,5220.25,5394.5,1032.385062206281,4,19.78
BRS A502,PA-MOJ-2013,PA-MOJ,2013,4181.25,4674,1165.6893168135896,4,27.88
BRS A502,PA-PGM-2013,PA-PGM,2013,3688,3797,768.0290793105861,4,20.83
BRS A502,PA-PGM-2019,PA-PGM,2019,2615.5,2603,729.9212286267608,4,27.91
BRS A502,PA-PGM-2020,PA-PGM,2020,2407.5,2262,695.1069462080397,4,28.87
BRS A502,PA-PGM-2021,PA-PGM,2021,2622.05,2474.4,345.5098117275398,4,13.18
BRS A502,PA-PGM-2022,PA-PGM,2022,2592.5,2512.5,502.7646898235131,4,19.39
BRS A502,PA-SANT-2019,PA-SANT,2019,2768.25,2841,762.9414022933435,4,27.56
BRS A502,PI-TER-2013,PI-TER,2013,4416.25,4166.5,876.5357475121403,4,19.85
BRS A502,PI-TER-2014,PI-TER,2014,5549.5,5699.5,520.7190541293196,4,9.38
BRS A502,PI-TER-2019,PI-TER,2019,4625,4400,1079.930553322759,4,23.35
BRS A502,PI-TER-2021,PI-TER,2021,2822,2133,1222.0732383944917,3,43.31
BRS A502,RO-OPO-2013,RO-OPO,2013,2789.5,2812,204.8373338367138,4,7.34
BRS A502,RO-PVEL-2021,RO-PVEL,2021,2034.5,2097.5,373.54919354751655,4,18.36
BRS A502,RO-VIL-2013,RO-VIL,2013,2758.75,2671.5,698.1209899914675,4,25.31
BRS A502,RO-VIL-2018,RO-VIL,2018,3549.5,3641,857.3095512512774,4,24.15
BRS A502,RO-VIL-2019,RO-VIL,2019,4360.75,4336,765.0796799462568,4,17.54
BRS A502,RO-VIL-2020,RO-VIL,2020,3773.975,3860.8,1092.986097426068,4,28.96
BRS A502,RO-VIL-2021,RO-VIL,2021,3763,4043,796.1783719745218,4,21.16
BRS A502,SP-PIRA-2013,SP-PIRA,2013,3318.75,3200,688.4084906507182,4,20.74
BRS A502,TO-DUE-2021,TO-DUE,2021,3740.75,4209.5,1854.8182974800163,4,49.58
BRS A502,TO-FOR-2019,TO-FOR,2019,5697.75,5602,1010.7819992461283,4,17.74
BRS A502,TO-FOR-2020,TO-FOR,2020,6103,6103,936.2093782909889,2,15.34
BRS A502,TO-PDT-2021,TO-PDT,2021,6149,5900.5,1118.1827519089475,4,18.18
BRS A502,TO-PDT-2022,TO-PDT,2022,6031.5,6528.5,1407.1125280753727,4,23.33
BRS A502,TO-PNAC-2019,TO-PNAC,2019,2218.75,2250,373.25985139935244,4,16.82
BRS A503,GO-APS-2014,GO-APS,2014,4908.5,5008.5,1325.3916402331804,4,27
BRS A503,GO-APS-2015,GO-APS,2015,6543.75,6204,1178.3953425456727,4,18.01
BRS A503,GO-APS-2022,GO-APS,2022,4111,3847,685.3208494323419,4,16.67
BRS A503,GO-ARC-2022,GO-ARC,2022,3725,3550,2099.8015779274638,4,56.37
BRS A503,GO-GOIA-2014,GO-GOIA,2014,4716.5,4712.5,154.07465722824114,4,3.27
BRS A503,GO-GOIA-2015,GO-GOIA,2015,2639.75,2629.5,501.3849984459713,4,18.99
BRS A503,GO-POR-2020,GO-POR,2020,5495.25,5460.5,989.879916959628,4,18.01
BRS A503,GO-POR-2021,GO-POR,2021,2895.8325,2666.665,799.1061975889063,4,27.6
BRS A503,GO-SAG-2014,GO-SAG,2014,4443.75,4539,445.18638418831574,4,10.02
BRS A503,GO-SAG-2015,GO-SAG,2015,4254.75,4374,704.2406667231498,4,16.55
BRS A503,GO-SAG-2020,GO-SAG,2020,4011.2875,3924.15,496.17655681794787,8,12.37
BRS A503,GO-SAG-2021,GO-SAG,2021,1978.2258063875,1908.064516,693.2380615288182,8,35.04
BRS A503,GO-SAG-2022,GO-SAG,2022,3205.5,3232.5,585.2979298328901,4,18.26
BRS A503,GO-SAG-2023,GO-SAG,2023,4575.5,4531.5,967.7673618523548,4,21.15
BRS A503,GO-SCAN-2014,GO-SCAN,2014,4354,4004,894.5881734071829,4,20.55
BRS A503,MA-BURC-2015,MA-BURC,2015,4589,4391.5,673.6650997837625,4,14.68
BRS A503,MA-ITAP-2020,MA-ITAP,2020,5478.125,5300,791.7473329830132,8,14.45
BRS A503,MA-ITAP-2021,MA-ITAP,2021,4818.75,5112.5,666.5755146018091,4,13.83
BRS A503,MA-ITAP-2022,MA-ITAP,2022,2886.25,2910,586.7051360493333,4,20.33
BRS A503,MA-MATI-2016,MA-MATI,2016,2500,2300,802.5999418556337,4,32.1
BRS A503,MA-MATO-2015,MA-MATO,2015,3563.25,3274,1432.910412412444,4,40.21
BRS A503,MA-SINES-2015,MA-SINES,2015,2771.5,2718,544.7473420464452,4,19.66
BRS A503,MA-SMT-2020,MA-SMT,2020,2693.75,2362.5,713.2358355711365,8,26.48
BRS A503,MA-SMT-2021,MA-SMT,2021,3477,3291.5,608.0564666761359,4,17.49
BRS A503,MA-SMT-2022,MA-SMT,2022,3882.5,3915,273.20627127990065,4,7.04
BRS A503,MA-SRM-2014,MA-SRM,2014,4077.25,3955,396.1408629936242,4,9.72
BRS A503,MT-CAC-2015,MT-CAC,2015,3925.75,3906.5,415.31303454944276,4,10.58
BRS A503,MT-CAC-2021,MT-CAC,2021,3840,3802,178.60231428138502,4,4.65
BRS A503,MT-CAC-2022,MT-CAC,2022,2347.25,2144.5,735.462382903889,4,31.33
BRS A503,MT-CAC-2023,MT-CAC,2023,6228.125,6143.75,584.5560102904312,4,9.39
BRS A503,MT-SIN-2014,MT-SIN,2014,5108.666666666667,5270,611.1843693463809,3,11.96
BRS A503,MT-SIN-2015,MT-SIN,2015,4416.5,4387,609.1860690024573,4,13.79
BRS A503,MT-SIN-2020,MT-SIN,2020,5260,5011.8,929.588629448532,4,17.67
BRS A503,MT-SIN-2021,MT-SIN,2021,6915,6907.5,396.2802038961825,4,5.73
BRS A503,MT-SIN-2022,MT-SIN,2022,5195.75,5157.5,709.4483185311434,4,13.65
BRS A503,MT-SJQM-2014,MT-SJQM,2014,1762.75,1788,237.42560238244457,4,13.47
BRS A503,MT-TAN-2015,MT-TAN,2015,2918.25,2830,542.6099734923173,4,18.59
BRS A503,MT-TAN-2020,MT-TAN,2020,2644.975,2816.65,607.5984604709485,4,22.97
BRS A503,MT-TAN-2022,MT-TAN,2022,4600.25,4625.5,192.88403251695044,4,4.19
BRS A503,MT-TAN-2023,MT-TAN,2023,4743.5,4841.5,878.8706768726936,4,18.53
BRS A503,MT-UNS-2014,MT-UNS,2014,3212.75,3233,777.092604949157,4,24.19
BRS A503,MT-UNS-2015,MT-UNS,2015,1893,1940.5,307.2707817761613,4,16.23
BRS A503,PA-ALT-2016,PA-ALT,2016,3472.75,3530.5,133.72453028520982,4,3.85
BRS A503,PA-ALT-2021,PA-ALT,2021,2972.65,2958.65,192.98366942999783,4,6.49
BRS A503,PA-ALT-2022,PA-ALT,2022,1676.25,1702.5,388.82504634689707,4,23.2
BRS A503,PA-ALT-2023,PA-ALT,2023,5283.333333,5358.333333,771.8808198161164,4,14.61
BRS A503,PA-BEL-2021,PA-BEL,2021,4154.775,4346.05,935.4630987733651,4,22.52
BRS A503,PA-BEL-2022,PA-BEL,2022,5001.25,5508.5,1221.8849850401905,4,24.43
BRS A503,PA-PGM-2016,PA-PGM,2016,3903.25,3275,1741.021228091911,4,44.6
